state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,E,DU,BU,U,T,activity_ratio,zero_month_ratio,avg_monthly_enrolment,monthly_valatility,peak_load_ratio,biometric_burden,update_dominant,enrollment_update_balance,DEI,ASS,UBS,SRS
Arunachal Pradesh,lower dibang valley,1,2,0,0,0.0,10.0,7,7,2,10.0,14,24.0,26.0,1.0,0.0,22.666666666666668,0.46895348516055213,1.4691553305915848,0.6852892561983471,1,0.043024359379943054,0.8253300177352714,0.6815789473684211,0.5579812777469612,0.4148410491322194
Arunachal Pradesh,lower siang,6,2,2,0,0.0,0.0,26,52,4,0.0,78,78.0,82.0,1.0,0.0,7.0,0.5042652520870835,1.8687872763419484,0.678681771369722,1,0.03479125248508946,0.8067699179131989,0.7310526315789474,0.5493202383651596,0.4358502699562121
Arunachal Pradesh,lower subansiri,1,4,2,0,0.0,6.0,11,4,6,6.0,15,21.0,27.0,1.0,0.0,25.666666666666668,0.5906756678827247,1.735872235872236,0.6057382333978079,1,0.0472972972972973,0.7083884755500314,0.6721052631578948,0.4537064198837729,0.4872613338862828
Arunachal Pradesh,namsai,1,0,2,0,1.0,15.0,17,15,2,16.0,32,48.0,50.0,1.0,0.0,39.333333333333336,0.5767446072179804,1.7084515031196825,0.7768485915492958,1,0.033465683494044246,0.8327578875681081,0.6289473684210527,0.6779965376853089,0.4789728579675615
Arunachal Pradesh,pakke kessang,6,0,5,0,0.0,0.0,13,29,5,0.0,42,42.0,47.0,1.0,0.0,2.25,0.19189281948206147,1.2167300380228137,0.6692913385826772,1,0.034220532319391636,0.8410043462352954,0.7460526315789473,0.537011332587819,0.25
Arunachal Pradesh,papum pare,1,1,2,0,7.0,27.0,27,24,3,34.0,51,85.0,88.0,1.0,0.0,92.33333333333333,0.5262853232398119,1.710830421929589,0.6871524177585069,1,0.049628236137239094,0.8757565538602069,0.4615789473684211,0.5604234953328864,0.4489514137865457
Arunachal Pradesh,shi yomi,6,2,2,0,0.0,0.0,14,24,4,0.0,38,38.0,42.0,1.0,0.0,7.0,1.0322801718346288,3.0456570155902005,0.709154113557358,1,0.03897550111358575,0.6508898980123576,0.7310526315789474,0.5892631459295441,0.75
Arunachal Pradesh,siang,6,7,15,1,0.0,0.0,133,179,23,0.0,312,312.0,335.0,1.0,0.0,25.6,0.3286728252400921,1.589958158995816,0.7137913989125062,1,0.05950720595072059,0.6423770476621551,0.6723157894736842,0.5953416632666693,0.33137914342423813
Arunachal Pradesh,tawang,1,6,1,0,5.0,6.0,51,3,7,11.0,54,65.0,72.0,1.0,0.0,35.0,0.5902854260886308,1.9036948748510132,0.7872020075282309,1,0.050059594755661505,0.7823813547310106,0.6426315789473684,0.6915677142911565,0.48702915416998793
Arunachal Pradesh,tirap,1,0,1,0,1.0,8.0,5,5,1,9.0,10,19.0,20.0,1.0,0.0,21.0,0.5798113833942551,1.9780805687203793,0.748,1,0.037322274881516584,0.799893325268844,0.6868421052631579,0.6401820297449334,0.48079747858309646
Arunachal Pradesh,upper siang,6,1,6,0,0.0,0.0,118,150,7,0.0,268,268.0,275.0,1.0,0.0,10.8,0.29083757666436433,1.2544,0.6186909801367633,1,0.01728,0.8825703110403993,0.7190526315789474,0.4706847788990802,0.3088685425270373
Arunachal Pradesh,upper subansiri,1,1,0,0,3.0,3.0,24,18,1,6.0,42,48.0,49.0,1.0,0.0,33.166666666666664,0.44472471213009,1.3336227479921858,0.77994555353902,1,0.04319513783373128,0.8771712868366597,0.648421052631579,0.682056011214592,0.4004258077779579
Arunachal Pradesh,west kameng,1,1,0,0,3.0,14.0,58,28,1,17.0,86,103.0,104.0,1.0,0.0,46.142857142857146,0.4409239142322072,1.5305438291532156,0.7808821627215108,1,0.04010429600198659,0.881720028607256,0.6074436090225563,0.6832837111980663,0.3981644708556191
Arunachal Pradesh,west siang,1,0,2,0,1.0,11.0,2,12,2,12.0,14,26.0,28.0,1.0,0.0,39.833333333333336,0.5889453227299791,1.7892491467576792,0.7020462240541734,1,0.033987485779294654,0.8077868622275435,0.6273684210526316,0.5799461800181165,0.48623184126725316
